entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","","","","","",127566-199466:Trey Lipscomb,127566-199466,3B/1B,Trey,Trey Lipscomb,Lipscomb,3.066666603088379,3,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-193328:Wade Meckler,127566-193328,OF,Wade,Wade Meckler,Meckler,0,2,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-211774:Billy Cook,127566-211774,1B/OF,Billy,Billy Cook,Cook,3.066666603088379,3,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-119623:Alex Ramirez,127566-119623,OF,Alex,Alex Ramirez,Ramirez,0,3,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119633:Misael Urbina,127566-119633,OF,Misael,Misael Urbina,Urbina,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119636:Alexander Vargas,127566-119636,SS,Alexander,Alexander Vargas,Vargas,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-203639:CJ Alexander,127566-203639,3B/1B,CJ,CJ Alexander,Alexander,1.5,6,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-209786:Niko Kavadas,127566-209786,1B,Niko,Niko Kavadas,Kavadas,1.5,10,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-203641:Levi Jordan,127566-203641,SS,Levi,Levi Jordan,Jordan,1.8142856870378767,7,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-189314:Justyn-Henry Malloy,127566-189314,OF,Justyn-Henry,Justyn-Henry Malloy,Malloy,5.028301886792453,53,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82824:Mike Ford,127566-82824,1B,Mike,Mike Ford,Ford,3.600000080309416,19,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-68537:Tyler Wade,127566-68537,2B/3B/SS/OF,Tyler,Tyler Wade,Wade,3.468333435058594,60,2000,TEX@PHI,TEX,PHI,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-68554:Andrew Velazquez,127566-68554,SS,Andrew,Andrew Velazquez,Velazquez,0,2,2000,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-80847:Mike Tauchman,127566-80847,OF,Mike,Mike Tauchman,Tauchman,8.92258051390289,93,2000,PIT@NYM,NYM,PIT,O,Knee,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-68582:Brendan Rodgers,127566-68582,2B,Brendan,Brendan Rodgers,Rodgers,4.858139392941497,43,2000,BOS@CIN,BOS,CIN,O,Shoulder,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-13326:Christian Bethancourt,127566-13326,C,Christian,Christian Bethancourt,Bethancourt,5.056250095367432,64,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-171037:Jason Delay,127566-171037,C,Jason,Jason Delay,Delay,6.400000095367432,8,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-240711:Kaelen Culpepper,127566-240711,SS,Kaelen,Kaelen Culpepper,Culpepper,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222286:Braden Montgomery,127566-222286,OF,Braden,Braden Montgomery,Montgomery,,0,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
"","","","","","","","","","","","","","",127566-212070:Gustavo Campero,127566-212070,OF,Gustavo,Gustavo Campero,Campero,5.885714394705636,28,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-197764:Blake Hunt,127566-197764,C,Blake,Blake Hunt,Hunt,0,1,2000,DET@SD,SD,DET,DTD,Oblique,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-197768:Luis Vazquez,127566-197768,SS/3B,Luis,Luis Vazquez,Vazquez,2.408333248562283,36,2000,MIN@BAL,BAL,MIN,O,Thumb,,,,3B/SS/UTIL
"","","","","","","","","","","","","","",127566-232639:Cesar Prieto,127566-232639,SS,Cesar,Cesar Prieto,Prieto,1,3,2000,TB@STL,STL,TB,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-21699:Tyler Austin,127566-21699,1B,Tyler,Tyler Austin,Austin,,0,2000,WSH@CHC,CHC,WSH,IL,Knee,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-38112:Gio Urshela,127566-38112,1B/3B,Gio,Gio Urshela,Urshela,5.389830508474576,59,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-226530:Maverick Handley,127566-226530,C,Maverick,Maverick Handley,Handley,2.1812500953674316,16,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79075:Kevin Maitan,127566-79075,SS,Kevin,Kevin Maitan,Maitan,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-83174:Sergio Alcantara,127566-83174,3B,Sergio,Sergio Alcantara,Alcantara,0,1,2000,WSH@CHC,WSH,CHC,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-146666:Heston Kjerstad,127566-146666,OF,Heston,Heston Kjerstad,Kjerstad,5.679629855685764,54,2000,MIN@BAL,BAL,MIN,IL,Hamstring,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-60649:Alex Jackson,127566-60649,C,Alex,Alex Jackson,Jackson,6.443243078283362,37,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-60652:Christian Arroyo,127566-60652,2B,Christian,Christian Arroyo,Arroyo,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-146671:Austin Hendrick,127566-146671,OF,Austin,Austin Hendrick,Hendrick,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79087:Michael Chavis,127566-79087,1B,Michael,Michael Chavis,Chavis,0,1,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-146675:Blaze Jordan,127566-146675,3B,Blaze,Blaze Jordan,Jordan,,0,2000,TB@STL,STL,TB,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-197874:Oliver Dunn,127566-197874,2B/3B,Oliver,Oliver Dunn,Dunn,4.985714503696987,14,2000,CWS@MIL,CWS,MIL,,,,,0,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-146672:Reginald Preciado,127566-146672,SS,Reginald,Reginald Preciado,Preciado,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-146673:Ed Howard,127566-146673,SS,Ed,Ed Howard,Howard,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-146680:Drew Romo,127566-146680,C,Drew,Drew Romo,Romo,0,3,2000,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-146694:Arol Vera,127566-146694,SS,Arol,Arol Vera,Vera,,0,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-146692:David Calabrese,127566-146692,OF,David,David Calabrese,Calabrese,,0,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146693:Alexander Ramirez,127566-146693,OF,Alexander,Alexander Ramirez,Ramirez,,0,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146703:Aaron Sabato,127566-146703,1B,Aaron,Aaron Sabato,Sabato,,0,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-146700:Freddy Zamora,127566-146700,SS,Freddy,Freddy Zamora,Zamora,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-146715:Endy Rodriguez,127566-146715,C/1B,Endy,Endy Rodriguez,Rodriguez,4.277777777777778,18,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-197912:Jacob Hurtubise,127566-197912,OF,Jacob,Jacob Hurtubise,Hurtubise,1.8000000317891438,12,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-85277:Cavan Biggio,127566-85277,2B/OF/1B/3B,Cavan,Cavan Biggio,Biggio,3.573684290835732,38,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-146718:Casey Martin,127566-146718,SS,Casey,Casey Martin,Martin,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-197918:Tsung-Che Cheng,127566-197918,SS,Tsung-Che,Tsung-Che Cheng,Cheng,0,3,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-197917:Victor Mesa Jr.,127566-197917,OF,Victor,Victor Mesa Jr.,Mesa Jr.,5.712500095367432,16,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146726:Josh Mears,127566-146726,OF,Josh,Josh Mears,Mears,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146731:Alika Williams,127566-146731,SS/2B,Alika,Alika Williams,Williams,4.191892056851773,37,2000,PIT@NYM,PIT,NYM,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-146735:Roismar Quintana,127566-146735,OF,Roismar,Roismar Quintana,Quintana,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146738:Justin Foscue,127566-146738,2B,Justin,Justin Foscue,Foscue,3.25,4,2000,TEX@PHI,TEX,PHI,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-79152:Matt Thaiss,127566-79152,C,Matt,Matt Thaiss,Thaiss,5.736666870117188,60,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-238907:Nick Morabito,127566-238907,OF,Nick,Nick Morabito,Morabito,,0,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79160:Alex Verdugo,127566-79160,OF,Alex,Alex Verdugo,Verdugo,5.967857360839844,56,2000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-238910:Christian Franklin,127566-238910,OF,Christian,Christian Franklin,Franklin,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-238914:Leo Bernal,127566-238914,C,Leo,Leo Bernal,Bernal,,0,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79190:Ben Rortvedt,127566-79190,C,Ben,Ben Rortvedt,Rortvedt,4.097916603088379,48,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79204:Richie Martin,127566-79204,SS,Richie,Richie Martin,Martin,,0,2000,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-79213:Scott Kingery,127566-79213,SS/2B,Scott,Scott Kingery,Kingery,1.9263157091642682,19,2000,WSH@CHC,CHC,WSH,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-238959:Abimelec Ortiz,127566-238959,1B,Abimelec,Abimelec Ortiz,Ortiz,,0,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-238964:Hendry Mendez,127566-238964,OF,Hendry,Hendry Mendez,Mendez,,0,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-238970:Pedro Ramirez,127566-238970,3B,Pedro,Pedro Ramirez,Ramirez,,0,2000,WSH@CHC,CHC,WSH,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-232834:Rafael Flores,127566-232834,C,Rafael,Rafael Flores,Flores,3,7,2000,PIT@NYM,PIT,NYM,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-21890:Orlando Arcia,127566-21890,SS/1B/3B/2B,Orlando,Orlando Arcia,Arcia,3.8697369224146794,76,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-238977:Tanner Murray,127566-238977,3B,Tanner,Tanner Murray,Murray,,0,2000,CWS@MIL,CWS,MIL,,,,,0,3B/UTIL
"","","","","","","","","","","","","","",127566-38297:Austin Barnes,127566-38297,C,Austin,Austin Barnes,Barnes,4.523076864389273,13,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-193947:Mason McCoy,127566-193947,SS,Mason,Mason McCoy,McCoy,3.0833333333333335,18,2000,DET@SD,SD,DET,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-239013:Hao-Yu Lee,127566-239013,2B,Hao-Yu,Hao-Yu Lee,Lee,,0,2000,DET@SD,DET,SD,DTD,Oblique,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-239012:Jadher Areinamo,127566-239012,SS,Jadher,Jadher Areinamo,Areinamo,,0,2000,TB@STL,TB,STL,DTD,Hamstring,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-79279:Andrew Stevenson,127566-79279,OF,Andrew,Andrew Stevenson,Stevenson,,0,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-239055:Eduardo Valencia,127566-239055,C,Eduardo,Eduardo Valencia,Valencia,,0,2000,DET@SD,DET,SD,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-239052:Esmerlyn Valdez,127566-239052,OF,Esmerlyn,Esmerlyn Valdez,Valdez,,0,2000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-101841:Edward Olivares,127566-101841,OF,Edward,Edward Olivares,Olivares,6.998181707208807,55,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-239058:Gabriel Rincones Jr.,127566-239058,OF,Gabriel,Gabriel Rincones Jr.,Rincones Jr.,,0,2000,TEX@PHI,PHI,TEX,DTD,Knee,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-239056:Reed Trimble,127566-239056,OF,Reed,Reed Trimble,Trimble,,0,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-171482:Bligh Madris,127566-171482,1B,Bligh,Bligh Madris,Madris,6.338095528738839,21,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-136673:Mark Kolozsvary,127566-136673,C,Mark,Mark Kolozsvary,Kolozsvary,0,2,2000,TEX@PHI,PHI,TEX,DTD,Undisclosed,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-71182:Jeimer Candelario,127566-71182,3B/1B,Jeimer,Jeimer Candelario,Candelario,5.572727203369141,22,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-226832:Tim Elko,127566-226832,1B,Tim,Tim Elko,Elko,5.83478247601053,23,2000,CWS@MIL,CWS,MIL,O,Knee,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-95776:Pablo Reyes,127566-95776,2B/SS/3B/OF,Pablo,Pablo Reyes,Reyes,2.111999969482422,25,2000,DET@SD,SD,DET,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-181797:Warming Bernabel,127566-181797,3B,Warming,Warming Bernabel,Bernabel,7.375,40,2000,WSH@CHC,WSH,CHC,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-239166:Jack Brannigan,127566-239166,SS,Jack,Jack Brannigan,Brannigan,,0,2000,PIT@NYM,PIT,NYM,DTD,Nose,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222781:Cam Collier,127566-222781,3B,Cam,Cam Collier,Collier,,0,2000,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-239171:Hector Rodriguez,127566-239171,OF,Hector,Hector Rodriguez,Rodriguez,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-239172:Leo Balcazar,127566-239172,SS,Leo,Leo Balcazar,Balcazar,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222811:Bryce Rainer,127566-222811,SS,Bryce,Bryce Rainer,Rainer,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-226907:Alejandro Osuna,127566-226907,OF,Alejandro,Alejandro Osuna,Osuna,5.014285617404514,63,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-222810:Kevin McGonigle,127566-222810,SS,Kevin,Kevin McGonigle,McGonigle,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222809:Josue Briceno,127566-222809,C,Josue,Josue Briceno,Briceno,,0,2000,DET@SD,DET,SD,O,Wrist,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-179801:Jared Young,127566-179801,1B/OF,Jared,Jared Young,Young,4.739130434782608,23,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-222808:Thayron Liranzo,127566-222808,C,Thayron,Thayron Liranzo,Liranzo,,0,2000,DET@SD,DET,SD,O,Oblique,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222815:Mike Boeve,127566-222815,3B,Mike,Mike Boeve,Boeve,,0,2000,CWS@MIL,MIL,CWS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-222817:Jesus Made,127566-222817,SS,Jesus,Jesus Made,Made,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222816:Cooper Pratt,127566-222816,SS,Cooper,Cooper Pratt,Pratt,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222823:Konnor Griffin,127566-222823,SS,Konnor,Konnor Griffin,Griffin,,0,2000,PIT@NYM,PIT,NYM,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222827:Franklin Arias,127566-222827,SS,Franklin,Franklin Arias,Arias,,0,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222826:Yoeilin Cespedes,127566-222826,SS,Yoeilin,Yoeilin Cespedes,Cespedes,,0,2000,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222824:Termarr Johnson,127566-222824,2B,Termarr,Termarr Johnson,Johnson,,0,2000,PIT@NYM,PIT,NYM,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-222831:Jackson Cluff,127566-222831,SS,Jackson,Jackson Cluff,Cluff,,0,2000,PIT@NYM,NYM,PIT,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222829:Seaver King,127566-222829,SS,Seaver,Seaver King,King,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222835:Jimmy Crooks,127566-222835,C,Jimmy,Jimmy Crooks,Crooks,3.2733332316080728,15,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-226928:Jack Winkler,127566-226928,1B/2B/SS/3B,Jack,Jack Winkler,Winkler,2.171428544180734,14,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-222838:Jefferson Rojas,127566-222838,SS,Jefferson,Jefferson Rojas,Rojas,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222845:Brice Matthews,127566-222845,SS/2B,Brice,Brice Matthews,Matthews,9.438461303710938,13,2000,LAA@HOU,HOU,LAA,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-222851:Dom Keegan,127566-222851,C,Dom,Dom Keegan,Keegan,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222850:Brayden Taylor,127566-222850,3B,Brayden,Brayden Taylor,Taylor,,0,2000,TB@STL,TB,STL,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-222849:Eduardo Tait,127566-222849,C,Eduardo,Eduardo Tait,Tait,,0,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222848:Aidan Miller,127566-222848,SS,Aidan,Aidan Miller,Miller,,0,2000,TEX@PHI,PHI,TEX,O,Back,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-165510:Jay Allen,127566-165510,OF,Jay,Jay Allen,Allen,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165511:Mat Nelson,127566-165511,C,Mat,Mat Nelson,Nelson,,0,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222853:Tre' Morgan,127566-222853,1B,Tre',Tre' Morgan,Morgan,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-222852:Theo Gillen,127566-222852,OF,Theo,Theo Gillen,Gillen,,0,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165515:Malvin Valdez,127566-165515,OF,Malvin,Malvin Valdez,Valdez,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165516:Daniel Vellojin,127566-165516,C,Daniel,Daniel Vellojin,Vellojin,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-165517:Ariel Almonte,127566-165517,OF,Ariel,Ariel Almonte,Almonte,,0,2000,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-222879:Alan Roden,127566-222879,OF,Alan,Alan Roden,Roden,4.616363525390625,55,2000,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165533:Wes Kath,127566-165533,3B,Wes,Wes Kath,Kath,,0,2000,CWS@MIL,CWS,MIL,,,,,0,3B/UTIL
"","","","","","","","","","","","","","",127566-226979:Will Robertson,127566-226979,OF,Will,Will Robertson,Robertson,2.9592593157732927,27,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165539:Jose Rodriguez,127566-165539,SS,Jose,Jose Rodriguez,Rodriguez,0,2,2000,TEX@PHI,PHI,TEX,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-222886:Hayden Senger,127566-222886,C,Hayden,Hayden Senger,Senger,2.836363590124882,33,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-165540:Bryan Ramos,127566-165540,3B,Bryan,Bryan Ramos,Ramos,5.550000190734863,4,2000,MIN@BAL,BAL,MIN,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-165548:Cristian Santana,127566-165548,SS,Cristian,Cristian Santana,Santana,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-165549:Roberto Campos,127566-165549,OF,Roberto,Roberto Campos,Campos,,0,2000,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165554:Trei Cruz,127566-165554,SS,Trei,Trei Cruz,Cruz,,0,2000,DET@SD,DET,SD,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-165552:Izaac Pacheco,127566-165552,3B,Izaac,Izaac Pacheco,Pacheco,,0,2000,DET@SD,DET,SD,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-229041:Cody Freeman,127566-229041,3B,Cody,Cody Freeman,Freeman,6.447222391764323,36,2000,TEX@PHI,TEX,PHI,IL,Back,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-220848:Christian Cairo,127566-220848,SS,Christian,Christian Cairo,Cairo,,0,2000,TEX@PHI,PHI,TEX,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-165558:Tyler Whitaker,127566-165558,OF,Tyler,Tyler Whitaker,Whitaker,,0,2000,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165556:Gage Workman,127566-165556,3B,Gage,Gage Workman,Workman,2.3333333333333335,12,2000,DET@SD,DET,SD,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-163513:Rene Pinto,127566-163513,C,Rene,Rene Pinto,Pinto,5.578947368421052,19,2000,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-165567:Shay Whitcomb,127566-165567,3B/2B/OF,Shay,Shay Whitcomb,Whitcomb,1.8649999618530273,20,2000,LAA@HOU,HOU,LAA,,,,,,2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-165576:Adrian Placencia,127566-165576,SS,Adrian,Adrian Placencia,Placencia,,0,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-163533:Jose Herrera,127566-163533,C,Jose,Jose Herrera,Herrera,5.650000210466056,58,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-165593:Jose Ramos,127566-165593,OF,Jose,Jose Ramos,Ramos,0,2,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165601:Jose Salas,127566-165601,SS,Jose,Jose Salas,Salas,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-181990:Blake Sabol,127566-181990,C/OF,Blake,Blake Sabol,Sabol,2.737499952316284,8,2000,TB@STL,TB,STL,,,,,,C/1B/OF/UTIL
